id,title,release_date,vote_average,vote_count,popularity,runtime,budget,revenue,original_language,genres,director,actor_principal,grupo
9038,The Heartbreak Kid,2007-10-05,5.751,1771,3.3435,116,60000000,128453183,en,"Comedy, Romance",Bobby Farrelly,Ben Stiller,regular
424781,Sorry to Bother You,2018-07-06,6.778,1768,4.6511,112,3200000,18200000,en,"Fantasy, Science Fiction, Comedy",Boots Riley,LaKeith Stanfield,regular
10808,Dr. Dolittle 2,2001-06-22,5.319,1769,3.6284,87,70000000,176100000,en,"Comedy, Family, Romance, Fantasy",Steve Carr,Eddie Murphy,regular
398929,Alibi.com,2017-02-15,6.463,1766,1.5671,90,7546570,29370592,fr,"Comedy, Family",Philippe Lacheau,Philippe Lacheau,regular
258509,Alvin and the Chipmunks: The Road Chip,2015-12-17,6.034,1768,5.0136,92,90000000,233755553,en,"Family, Comedy, Music, Adventure, Animation",Walt Becker,Jason Lee,regular
152747,All Is Lost,2013-08-23,6.646,1765,2.0803,106,9000000,6108720,en,"Action, Adventure, Drama",J.C. Chandor,Robert Redford,regular
11023,Thirteen,2003-08-20,6.687,1766,3.9155,100,2000000,10128960,en,Drama,Catherine Hardwicke,Evan Rachel Wood,regular
790,The Fog,1980-02-01,6.737,1765,4.0483,90,1000000,21448830,en,Horror,John Carpenter,Adrienne Barbeau,regular
760741,Beast,2022-08-11,6.544,1765,5.2139,93,36000000,56000000,en,"Action, Adventure, Horror, Thriller, Drama",Baltasar Kormákur,Idris Elba,regular
334524,Gold,2016-02-03,6.63,1765,3.5321,120,20000000,14880939,en,"Adventure, Drama, Thriller",Stephen Gaghan,Matthew McConaughey,regular
330764,The Brand New Testament,2015-09-02,6.649,1764,1.1121,114,8700000,15709652,fr,"Comedy, Fantasy",Jaco Van Dormael,Pili Groyne,regular
19458,Princess Protection Program,2009-06-08,6.65,1763,3.2548,89,0,0,en,"Family, TV Movie, Comedy, Drama",Allison Liddi-Brown,Demi Lovato,regular
501907,A Beautiful Day in the Neighborhood,2019-09-07,6.969,1761,2.9459,109,25000000,67900000,en,"History, Family, Drama",Marielle Heller,Matthew Rhys,regular
226857,Endless Love,2014-02-12,6.912,1760,2.7947,104,20000000,34100000,en,"Drama, Romance",Shana Feste,Alex Pettyfer,regular
11187,Child's Play 3,1991-08-30,5.903,1761,5.0003,90,13000000,20560255,en,"Horror, Thriller",Jack Bender,Justin Whalin,regular
10779,The Frighteners,1996-07-19,6.955,1758,3.2614,110,30000000,29359216,en,"Horror, Comedy",Peter Jackson,Michael J. Fox,regular
10327,"Legally Blonde 2: Red, White & Blonde",2003-07-02,5.722,1760,5.3058,95,45000000,124914842,en,"Comedy, Romance",Charles Herman-Wurmfeld,Reese Witherspoon,regular
5516,The Ladykillers,2004-03-25,6.13,1757,2.4699,104,35000000,76700000,en,"Comedy, Crime, Thriller",Ethan Coen,Tom Hanks,regular
